,region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_reinforcement_km
0,p01001,2,71325,702.984,46995.105,48511.428,-1516.323,1.596,160.264
1,p01001,2,71326,938.662,39449.074,39955.241,-506.167,0.705,138.173
2,p01001,2,71327,1129.021,57484.178,48971.304,8512.874,5.665,147.68
3,p01001,2,71706,832.587,30416.698000000004,38673.12,-8256.422,0.435,153.147
4,p01001,2,71707,759.081,57567.451,48522.836,9044.615,1.791,151.172
5,p01001,3,71328,1057.519,88115.86499999999,54880.661,33235.204,2.871,162.705
6,p01001,3,71708,568.325,126346.758,49314.958,77031.8,2.067,163.387
7,p01001,3,72086,852.837,57603.96,51115.893,6488.067,2.691,169.005
8,p01001,3,72087,729.222,62872.997,42765.64,20107.357,1.304,170.442
9,p01001,3,72088,384.474,166104.112,49352.983,116751.129,5.265,175.557
10,p01001,3,72466,457.743,68209.44099999999,49160.369,19049.072,2.241,190.165
11,p01003,2,77019,156.317,70460.93400000001,75463.433,-5002.499,7.087,90.758
12,p01003,2,77020,1721.013,42839.84,49732.195,-6892.355,2.21,97.429
13,p01003,2,77399,752.878,37866.183999999994,47009.52,-9143.336,1.552,81.892
14,p01003,2,77400,2262.595,52113.248999999996,61840.788,-9727.539,4.706,92.289
15,p01003,2,77779,1009.332,53115.7,50371.615,2744.085,6.034,69.546
16,p01003,2,77780,1757.564,67605.564,66770.321,835.243,10.869,102.446
17,p01003,2,78159,884.435,37767.735,39203.574,-1435.839,3.843,63.239
18,p01003,2,78160,1438.684,138014.395,45716.346,92298.049,1.453,72.125
19,p01003,2,78161,1840.037,69496.606,69330.953,165.653,10.646,86.589
20,p01003,2,78540,1290.441,113263.706,34999.995,78263.711,0.0,82.933
21,p01003,2,78541,1873.91,59215.29,51397.754,7817.536,2.533,89.859
22,p01003,3,78539,694.918,74760.709,45470.283,29290.426,1.453,83.122
23,p01003,3,78919,757.897,138649.885,41316.531,97333.354,0.795,48.212
24,p01003,3,78920,1559.677,115340.11200000001,42614.849,72725.263,1.207,87.6
25,p01003,3,78921,2106.386,94139.505,70862.818,23276.687,12.061,86.206
26,p01003,3,78922,1452.829,111090.49100000001,87670.638,23419.853,18.305,86.206
27,p01003,3,79299,166.797,837879.576,45833.177,792046.399,1.282,52.212
28,p01003,3,79300,889.189,222774.16700000002,23748.092,199026.075,1.648,74.226
29,p01003,3,79301,916.694,111267.37400000001,26523.948,84743.426,1.934,86.206
30,p01003,3,79302,1890.022,96991.876,58357.737,38634.139,8.111,90.16
31,p01003,3,79679,117.168,763076.2069999999,50025.362,713050.845,4.286,83.581
32,p01003,3,79680,506.306,221203.188,35758.16,185445.028,3.964,66.278
33,p01003,3,79681,487.017,201470.55599999998,37293.333,164177.223,4.28,75.291
34,p01003,3,79682,1173.611,95015.853,33411.693,61604.16,3.386,88.99
35,p01003,3,80060,291.694,261389.498,50335.688,211053.81,6.997,86.902
36,p01003,3,80061,667.005,388017.83400000003,41939.894,346077.94,1.012,95.232
37,p01003,3,80062,1089.789,154016.23200000002,36110.091,117906.141,0.18,106.324
38,p01003,3,80440,133.221,146774.736,40378.482,106396.254,6.516,95.688
39,p01003,3,80441,490.699,378701.81799999997,33256.046,345445.772,2.796,97.622
40,p01003,3,80442,363.044,674934.677,91296.976,583637.701,4.609,113.202
41,p01005,2,72858,1795.413,99456.23400000001,92325.634,7130.6,19.177,312.554
42,p01005,2,73238,2032.48,65056.558000000005,61120.955,3935.603,4.218,306.83
43,p01005,2,73616,1247.025,85772.193,84303.039,1469.154,13.768,287.565
44,p01005,2,73617,673.978,74048.456,78022.782,-3974.326,12.388,324.471
45,p01005,2,73618,1645.784,45258.554,42364.325,2894.229,3.988,323.521
46,p01005,2,73996,1215.274,63494.641,61033.035,2461.606,4.367,302.61
47,p01005,2,73997,1212.289,83031.565,78688.471,4343.094,13.723,309.331
48,p01005,2,74376,1227.089,41481.593,31346.572,10135.021,2.443,305.253
49,p01005,3,73239,1440.447,65099.988999999994,51915.518,13184.471,2.247,319.011
50,p01005,3,73619,1110.837,124669.098,46770.046,77899.052,1.326,323.105
51,p01005,3,73998,1287.759,69506.85,71350.032,-1843.182,8.986,324.471
52,p01005,3,73999,923.876,91812.256,46780.012,45032.244,4.247,333.625
53,p01005,3,74377,1408.689,62473.775,59990.165,2483.61,4.333,317.056
54,p01005,3,74378,1312.161,46479.780999999995,47983.145,-1503.364,1.875,328.944
55,p01005,3,74379,1348.168,54794.969,56361.464,-1566.495,2.775,371.056
56,p01005,3,74756,1274.945,46314.073,35000.022,11314.051,0.0,304.018
57,p01005,3,74757,1195.909,47979.388999999996,41473.261,6506.128,0.996,316.411
58,p01007,2,69423,622.433,42532.502,33151.18,9381.322,2.533,64.455
59,p01007,2,69802,642.854,47632.419,55574.461,-7942.042,6.332,81.889
60,p01007,2,69803,844.234,55115.523,53299.625,1815.898,2.294,81.361
61,p01007,2,69804,968.814,45491.748,37078.885,8412.863,0.255,79.344
62,p01007,2,70181,224.159,70717.50899999999,84030.355,-13312.846,9.843,100.713
63,p01007,2,70182,681.787,101124.013,104334.341,-3210.328,18.374,81.889
64,p01007,2,70183,569.408,98166.672,55794.817,42371.855,2.936,92.781
65,p01007,2,70184,1260.034,85723.796,76581.397,9142.399,6.922,89.65
66,p01007,2,70561,195.974,116688.45300000001,128877.005,-12188.552,20.15,100.713
67,p01007,2,70562,466.036,123438.746,127092.417,-3653.671,20.261,92.781
68,p01007,2,70563,448.199,105068.531,107792.17,-2723.639,13.905,93.253
69,p01007,2,70564,962.482,103747.63900000001,103959.043,-211.404,13.453,99.276
70,p01009,2,65247,311.23,56826.17,37149.202,19676.968,0.217,110.254
71,p01009,2,65626,420.099,81403.709,46225.01,35178.699,4.805,87.748
72,p01009,2,65627,416.034,107174.82500000001,70225.49,36949.335,6.62,112.387
73,p01009,2,65628,323.661,95464.918,65567.681,29897.237,5.357,110.431
74,p01009,2,66006,250.818,82327.98000000001,47770.349,34557.631,1.499,79.759
75,p01009,2,66007,262.824,113837.38799999999,78382.415,35454.973,11.727,85.017
76,p01009,2,66385,272.496,91906.17499999999,55425.452,36480.723,6.819,77.798
77,p01009,2,66386,268.989,110160.279,54348.115,55812.164,6.077,66.366
78,p01009,2,66387,220.582,125409.94,30782.875,94627.065,2.316,85.017
79,p01009,2,66764,320.304,124718.43,39911.602,84806.828,0.764,65.22
80,p01009,2,66765,413.477,122184.425,43119.815,79064.61,4.187,51.21
81,p01009,2,66766,198.914,84227.193,32534.922,51692.271,2.098,77.609
82,p01009,2,66767,330.331,108533.914,43248.883,65285.031,1.065,69.868
83,p01011,2,72853,1376.746,74778.175,46661.211,28116.964,1.896,244.456
84,p01011,2,72854,1482.152,75283.55099999999,48992.236,26291.315,2.331,256.589
85,p01011,2,72855,1884.314,79926.685,38955.82,40970.865,0.472,276.42
86,p01011,2,72856,1733.883,72606.856,61137.669,11469.187,3.786,299.449
87,p01011,2,72857,1764.073,83301.867,76646.094,6655.773,12.024,312.554
88,p01011,2,73233,1771.865,65388.505,56945.581,8442.924,3.426,255.233
89,p01011,2,73234,1517.606,38138.734,27980.088,10158.646,1.76,269.374
90,p01011,2,73235,1734.14,57742.07399999999,44497.001,13245.073,1.462,273.3
91,p01011,2,73236,1923.428,48577.352,39124.099,9453.253,3.988,287.565
92,p01011,2,73237,1626.867,45685.928,43475.62,2210.308,0.975,296.014
93,p01011,2,73614,1637.661,59585.425,50070.258,9515.167,2.157,274.883
94,p01011,2,73615,1680.443,65236.155999999995,59169.225,6066.931,3.119,286.52
95,p01013,2,73986,1235.034,134932.89200000002,141909.162,-6976.27,27.788,244.144
96,p01013,2,73987,1464.219,84953.56300000001,90073.512,-5119.949,16.022,244.144
97,p01013,2,73988,1262.918,41961.25,35491.401,6469.849,2.915,241.347
98,p01013,2,73989,1320.903,35564.168,36723.916,-1159.748,0.255,246.898
99,p01013,2,74366,1249.241,120171.554,122909.652,-2738.098,24.905,241.268
100,p01013,2,74367,1878.866,79989.923,76753.046,3236.877,13.645,248.075
101,p01013,2,74368,1061.552,129289.55500000001,27494.13,101795.425,1.468,251.762
102,p01013,2,74369,1204.787,69232.918,70664.905,-1431.987,5.354,258.58
103,p01013,2,74746,2036.865,87786.611,92985.922,-5199.311,16.851,229.163
104,p01013,2,74747,2431.009,60632.088,63214.612,-2582.524,7.884,229.163
105,p01013,2,74748,1943.552,39723.142,40205.961,-482.819,0.757,239.866
106,p01013,2,74749,1335.389,63596.816999999995,70260.443,-6663.626,6.67,261.526
107,p01013,2,75126,1960.699,83564.58799999999,85973.302,-2408.714,16.299,229.163
108,p01013,2,75127,1441.816,56768.133,40431.012,16337.121,3.538,221.89
109,p01013,2,75128,1161.803,50313.408,47213.743,3099.665,5.466,226.056
110,p01013,2,75129,1933.316,79487.919,95587.003,-16099.084,17.731,226.056
111,p01013,2,75507,1151.838,56979.240000000005,49388.921,7590.319,2.136,212.272
112,p01013,2,75508,1220.154,79555.09700000001,78487.883,1067.214,13.809,226.056
113,p01013,2,75509,1364.214,86080.82699999999,98523.161,-12442.334,18.493,231.577
114,p01015,2,66013,447.788,75517.063,29687.907,45829.156,1.844,171.346
115,p01015,2,66014,238.491,132872.729,62384.578,70488.151,4.879,178.175
116,p01015,2,66391,464.263,105020.39,37313.326,67707.064,2.93,150.55
117,p01015,2,66392,407.274,140030.185,47166.28,92863.905,1.701,151.259
118,p01015,2,66393,210.641,150396.259,60019.767,90376.492,5.689,160.795
119,p01015,2,66771,352.619,110797.18,47394.757,63402.423,1.956,138.442
120,p01015,2,66772,249.257,313100.857,29932.555,283168.302,2.008,143.946
121,p01015,2,66773,105.74,157011.912,64325.332,92686.58,5.59,150.763
122,p01015,2,67150,711.093,98588.556,51377.858,47210.698,2.294,109.392
123,p01015,2,67151,126.078,176027.587,85238.448,90789.139,11.215,115.25
124,p01015,2,67152,80.767,567132.904,35355.353,531777.551,2.421,122.946
125,p01015,2,67153,146.164,236348.383,62321.359,174027.024,6.819,165.183
126,p01017,2,69435,1201.193,103532.93299999999,93464.347,10068.586,10.798,187.028
127,p01017,2,69436,1534.275,76232.966,68023.053,8209.913,4.798,223.914
128,p01017,2,69437,1265.872,100965.633,77311.026,23654.607,12.78,205.65
129,p01017,2,69815,1524.871,95064.895,89201.24,5863.655,11.106,172.219
130,p01017,2,69816,1276.415,78168.705,46288.245,31880.46,5.18,212.087
131,p01017,2,69817,1492.842,74345.095,62175.205,12169.89,7.138,212.087
132,p01017,2,70195,1321.948,50922.069,40114.69,10807.379,0.54,175.335
133,p01017,2,70196,1576.016,80886.216,55005.718,25880.498,7.238,192.186
134,p01017,2,70197,1385.06,75199.536,50179.091,25020.445,5.584,214.964
135,p01017,2,70198,671.888,289042.281,33340.66,255701.621,2.157,226.074
136,p01017,2,70575,1437.35,111865.065,88217.418,23647.647,16.689,192.186
137,p01017,2,70576,1521.862,93167.91200000001,55311.868,37856.044,6.751,192.186
138,p01017,2,70577,1418.814,95229.111,24665.689,70563.422,1.664,202.234
139,p01019,2,64493,371.33,163661.666,135061.242,28600.424,27.01,179.776
140,p01019,2,64494,364.162,157823.939,148512.765,9311.174,26.548,201.638
141,p01019,2,64872,397.898,103755.372,65707.942,38047.43,8.622,179.776
142,p01019,2,64873,236.468,181182.614,122065.042,59117.572,21.919,179.776
143,p01019,2,64874,586.339,138085.943,92553.665,45532.278,13.239,201.638
144,p01019,2,65252,309.559,125346.64600000001,58450.158,66896.488,5.832,181.768
145,p01019,2,65253,291.228,171844.636,50002.548,121842.088,6.174,178.801
146,p01019,2,65254,550.513,105853.56599999999,45439.683,60413.883,1.903,195.39
147,p01019,2,65633,835.481,84403.734,56517.388,27886.346,7.763,178.801
148,p01019,2,65634,716.962,83381.494,64379.244,19002.25,3.79,184.424
149,p01021,2,69805,802.264,130114.37900000002,50630.923,79483.456,6.152,92.646
150,p01021,2,69806,995.668,99643.698,66179.274,33464.424,8.492,96.702
151,p01021,2,69807,928.916,83383.31,47879.455,35503.855,4.414,82.932
152,p01021,2,70185,1324.996,75665.174,61514.371,14150.803,3.483,96.249
153,p01021,2,70186,505.53,102251.927,22364.817,79887.11,1.012,105.095
154,p01021,2,70187,746.888,92453.812,61535.414,30918.398,8.744,114.78
155,p01021,2,70565,1177.867,54734.439,50608.757,4125.682,2.436,107.607
156,p01021,2,70566,697.203,69409.228,52724.079,16685.149,5.562,121.351
157,p01021,2,70567,409.134,156457.07299999997,24155.379,132301.694,1.409,123.493
158,p01021,2,70568,645.539,127402.845,52211.365,75191.48,1.695,114.894
159,p01021,2,70944,513.116,107803.349,116362.808,-8559.459,15.542,162.316
160,p01021,2,70945,824.015,88165.919,78729.166,9436.753,7.872,116.695
161,p01021,2,70946,959.086,58047.849,53402.105,4645.744,2.471,124.164
162,p01021,2,70947,834.381,55602.15,36714.599,18887.551,4.01,138.643
163,p01021,2,70948,830.466,76552.458,49557.775,26994.683,5.711,132.302
164,p01023,2,73214,1469.189,51574.481,54339.993,-2765.512,2.592,238.288
165,p01023,2,73215,1375.966,80427.327,83449.903,-3022.576,15.928,242.934
166,p01023,2,73216,1059.783,44519.851,45328.443,-808.592,4.607,242.934
167,p01023,2,73594,1273.838,93586.177,98449.796,-4863.619,10.433,246.077
168,p01023,2,73595,1385.447,60534.71,62662.739,-2128.029,7.117,263.095
169,p01023,2,73596,1229.186,34663.544,37942.093,-3278.549,3.703,254.382
170,p01023,2,73974,998.611,92748.92,94948.689,-2199.769,17.736,263.095
171,p01023,2,73975,848.859,67444.535,63386.489,4058.046,7.403,263.095
172,p01023,2,73976,540.21,62519.655,62483.004,36.651,8.727,259.888
173,p01023,2,74354,962.294,128394.749,133352.239,-4957.49,24.38,263.095
174,p01023,2,74355,979.406,100985.49799999999,106910.889,-5925.391,18.936,263.095
175,p01023,2,74356,451.459,107485.01000000001,112057.554,-4572.544,20.844,259.888
176,p01023,2,74734,1249.854,173942.14800000002,180760.429,-6818.281,36.229,263.095
177,p01023,2,74735,669.053,165119.041,162364.089,2754.952,32.723,263.095
178,p01023,2,75114,1394.847,147027.55,149216.887,-2189.337,27.66,159.721
179,p01023,2,75115,1217.928,166584.71,167196.878,-612.168,30.484,156.378
180,p01023,2,75116,831.594,156462.19,160234.15,-3771.96,27.059,135.588
181,p01025,2,74357,927.586,126432.658,132957.194,-6524.536,25.27,259.888
182,p01025,2,74358,1257.652,76177.295,85784.308,-9607.013,12.213,177.303
183,p01025,2,74359,1029.693,61742.320999999996,22550.448,39191.873,1.027,177.303
184,p01025,2,74736,641.043,172177.995,177386.429,-5208.434,33.829,263.095
185,p01025,2,74737,1537.769,128920.655,141987.579,-13066.924,26.071,159.374
186,p01025,2,74738,745.393,71384.501,85633.049,-14248.548,14.38,159.374
187,p01025,2,74739,1030.313,41032.259,39938.066,1094.193,0.757,164.271
188,p01025,2,74740,1382.723,43737.398,54566.604,-10829.206,5.292,176.508
189,p01025,2,75117,974.662,118792.264,123473.855,-4681.591,25.164,136.206
190,p01025,2,75118,1429.27,77146.586,87340.958,-10194.372,9.632,143.991
191,p01025,2,75119,866.954,68623.16500000001,50249.371,18373.794,2.046,152.517
192,p01025,2,75120,887.939,51546.402,61708.724,-10162.322,7.794,176.508
193,p01025,2,75121,945.638,79993.646,87262.586,-7268.94,15.718,162.624
194,p01025,2,75497,925.43,90671.8,95116.515,-4444.715,18.108,136.206
195,p01025,2,75498,1086.992,55303.827000000005,59426.915,-4123.088,6.224,136.206
196,p01025,2,75499,1145.785,60434.939,63928.015,-3493.076,8.744,136.206
197,p01025,2,75500,1093.888,90703.496,96591.846,-5888.35,16.776,162.624
198,p01025,2,75878,491.942,86736.266,19512.588,67223.678,0.397,128.46
199,p01025,2,75879,858.511,57865.787,61148.911,-3283.124,7.058,128.757
200,p01025,2,75880,1103.467,75664.47200000001,85654.782,-9990.31,7.465,142.211
201,p01025,2,76259,1452.345,46165.185,56463.081,-10297.896,3.156,128.34
202,p01025,2,76260,1052.19,40754.075,46265.261,-5511.186,1.543,140.48
203,p01025,2,76639,686.572,99128.78199999999,104293.81,-5165.028,15.567,136.42
204,p01027,2,67913,366.993,64059.577999999994,50089.348,13970.23,1.701,167.324
205,p01027,2,68292,340.564,104761.962,101983.943,2778.019,10.172,136.066
206,p01027,2,68293,654.787,79381.775,50644.126,28737.649,6.36,157.906
207,p01027,2,68671,498.316,59192.78,56946.582,2246.198,2.849,116.223
208,p01027,2,68672,496.815,58080.834,43599.438,14481.396,0.816,128.26
209,p01027,2,68673,704.377,105358.909,60554.132,44804.777,4.097,168.54
210,p01027,2,69051,735.355,92283.988,87959.62,4324.368,9.677,115.953
211,p01027,2,69052,587.847,111842.852,101706.424,10136.428,14.626,173.274
212,p01027,2,69053,793.856,76837.005,67764.676,9072.329,4.622,184.968
213,p01027,2,69054,931.894,49553.141,46810.491,2742.65,1.387,176.544
214,p01029,2,66015,674.629,127998.011,122022.478,5975.533,17.57,178.175
215,p01029,2,66394,133.437,122021.379,116918.538,5102.841,13.465,178.175
216,p01029,2,66395,1194.634,125551.511,122171.611,3379.9,22.575,217.026
217,p01029,2,66774,368.237,84373.39899999999,80360.711,4012.688,8.064,217.026
218,p01029,2,66775,915.904,98351.087,81647.561,16703.526,12.382,217.026
219,p01029,2,67154,441.077,104410.80600000001,55728.811,48681.995,5.702,217.026
220,p01029,2,67155,663.978,55991.876,39434.537,16557.339,3.771,210.21
221,p01029,2,67533,255.663,131365.258,61127.773,70237.485,6.227,183.2
222,p01029,2,67534,511.541,109681.263,81800.985,27880.278,15.609,210.464
223,p01029,2,67535,575.844,88349.924,80148.467,8201.457,10.084,191.463
224,p01029,2,67536,441.282,84357.755,31524.267,52833.488,2.331,191.463
225,p01029,2,67912,250.71,93093.113,85583.321,7509.792,12.038,103.752
226,p01031,2,75132,1451.227,52270.361,60237.155,-7966.794,3.461,272.074
227,p01031,2,75133,1315.801,35876.537,41539.35,-5662.813,4.495,286.886
228,p01031,2,75512,1281.312,72443.556,72123.673,319.883,6.463,263.91
229,p01031,2,75513,1250.986,70799.846,73031.72,-2231.874,11.817,272.428
230,p01031,2,75514,864.387,60377.767,52185.548,8192.219,2.322,303.996
231,p01031,3,75134,1183.753,52300.516,42757.175,9543.341,4.113,296.972
232,p01031,3,75892,964.175,57301.364,54267.752,3033.612,7.934,262.492
233,p01031,3,75893,771.878,75999.70000000001,49563.16,26436.54,5.246,272.428
234,p01031,3,75894,659.987,166630.066,67445.906,99184.16,9.821,327.481
235,p01031,3,76272,688.136,61676.208,31730.352,29945.856,2.682,253.039
236,p01031,3,76273,597.073,76563.62299999999,56113.445,20450.178,3.389,263.842
237,p01031,3,76274,432.93,130452.91,40936.716,89516.194,0.885,272.107
238,p01031,3,76275,430.826,161622.8,38208.797,123414.003,4.247,321.748
239,p01031,3,76652,956.697,50398.032,39316.426,11081.606,4.221,243.761
240,p01031,3,76653,698.376,63449.064,54417.041,9032.023,8.172,260.707
241,p01033,2,63334,468.265,84494.615,87033.217,-2538.602,6.679,227.91
242,p01033,2,63335,819.209,60369.696,44062.883,16306.813,1.58,218.507
243,p01033,2,63338,298.601,236819.174,39504.879,197314.295,0.757,202.646
244,p01033,2,63714,573.406,61108.67599999999,69062.661,-7953.985,5.432,225.653
245,p01033,2,63715,449.147,58429.952,61306.647,-2876.695,3.064,215.329
246,p01033,2,63716,411.743,56127.176999999996,35847.9,20279.277,0.09,201.702
247,p01033,2,63717,225.19,435104.118,36250.255,398853.863,0.18,195.312
248,p01033,2,63718,258.745,121616.549,45433.417,76183.132,2.008,188.527
249,p01033,2,64094,816.252,49309.488,60942.602,-11633.114,4.091,233.517
250,p01033,2,64095,549.516,16998.799000000003,39264.997,-22266.198,0.435,225.987
251,p01033,2,64096,565.5,54728.726,64585.385,-9856.659,7.682,190.665
252,p01033,2,64097,493.761,75452.458,57394.597,18057.861,4.026,177.295
253,p01033,2,64098,683.271,58123.032999999996,46110.598,12012.435,1.828,176.682
254,p01035,2,75125,1714.155,117372.43999999999,120777.044,-3404.604,20.265,183.082
255,p01035,2,75505,1678.36,78899.67000000001,78286.945,612.725,7.809,179.348
256,p01035,2,75506,1372.96,67764.88500000001,66672.267,1092.618,4.811,203.179
257,p01035,2,75884,1646.383,42223.037000000004,39158.33,3064.707,0.757,161.82
258,p01035,2,75885,1438.886,54612.782,50884.395,3728.387,2.204,172.514
259,p01035,2,75886,1203.854,63515.216,20988.219,42526.997,0.726,191.03
260,p01035,2,75887,1493.838,70696.611,65133.482,5563.129,4.166,197.367
261,p01035,2,76264,1641.357,68188.477,61927.044,6261.433,4.656,157.293
262,p01035,2,76265,1164.35,60381.346000000005,50223.482,10157.864,5.625,178.404
263,p01035,2,76266,2126.089,62155.142,61254.663,900.479,7.526,186.272
264,p01035,2,76267,1704.375,81321.228,78057.598,3263.63,11.59,190.943
265,p01035,2,76643,2298.216,85751.595,90102.756,-4351.161,17.26,147.321
266,p01035,2,76644,1769.357,74553.973,72465.556,2088.417,11.541,170.437
267,p01035,2,76645,1360.073,47102.267,38843.565,8258.702,0.472,162.955
268,p01035,2,76646,2377.879,68260.296,72283.481,-4023.185,11.112,168.582
269,p01037,2,69430,478.954,55410.06,29489.221,25920.839,1.94,108.783
270,p01037,2,69431,737.56,86605.27,70409.83,16195.44,5.513,118.347
271,p01037,2,69808,892.965,93261.659,43269.018,49992.641,0.906,104.298
272,p01037,2,69809,1162.455,107209.707,92605.129,14604.578,9.447,103.936
273,p01037,2,69810,727.759,93581.462,85592.506,7988.956,8.474,113.469
274,p01037,2,69811,1364.054,56609.943,47648.159,8961.784,4.596,128.918
275,p01037,2,70188,489.1,90081.50200000001,60194.322,29887.18,3.464,116.062
276,p01037,2,70189,469.191,110460.64199999999,95779.154,14681.488,8.936,117.179
277,p01037,2,70190,997.765,116365.879,107024.951,9340.928,19.793,142.613
278,p01037,2,70191,1456.315,71940.364,62534.291,9406.073,8.055,142.613
279,p01037,2,70569,901.588,102279.80799999999,80876.98,21402.828,6.477,128.25
280,p01037,2,70570,1359.262,99237.902,89905.921,9331.981,14.918,138.436
281,p01037,2,70571,1449.948,104833.51699999999,88989.036,15844.481,13.546,182.646
282,p01039,2,75510,1282.928,85938.065,89467.923,-3529.858,10.026,244.31
283,p01039,2,75888,1316.696,80277.624,74845.222,5432.402,5.975,210.353
284,p01039,2,75889,1163.033,66224.096,59029.421,7194.675,7.611,231.577
285,p01039,2,75891,1109.269,75845.511,72336.466,3509.045,12.006,245.211
286,p01039,2,76268,1201.893,77290.081,74567.042,2723.039,5.168,214.863
287,p01039,2,76269,842.931,110874.394,56369.123,54505.271,6.223,248.667
288,p01039,2,76648,1634.331,61920.417,63324.249,-1403.832,4.131,195.083
289,p01039,3,75890,760.248,71087.851,40769.758,30318.093,0.636,238.288
290,p01039,3,76270,853.642,161867.072,41174.854,120692.218,0.906,242.521
291,p01039,3,76271,734.286,109613.495,33923.574,75689.921,2.939,246.118
292,p01039,3,76649,1732.399,62636.358,51435.142,11201.216,2.107,206.682
293,p01039,3,76650,1664.822,49677.334,39319.881,10357.453,0.742,219.087
294,p01039,3,76651,1310.625,48662.489,38914.269,9748.22,3.865,234.007
295,p01039,3,77029,1255.639,71169.994,75752.034,-4582.04,10.773,221.537
296,p01039,3,77030,1053.729,55609.717,58981.628,-3371.911,3.52,256.724
297,p01039,3,77031,2036.761,45679.798,54038.504,-8358.706,2.685,248.217
298,p01039,3,77032,1327.556,33906.376,38955.945,-5049.569,0.599,252.885
299,p01039,3,77409,1336.608,23218.495000000003,25655.684,-2437.189,1.716,221.537
300,p01039,3,77410,1793.644,68058.13500000001,71080.054,-3021.919,6.211,231.414
301,p01039,3,77411,1579.596,106479.798,79062.449,27417.349,8.443,256.909
302,p01039,3,77412,1038.369,43825.525,50271.991,-6446.466,2.241,263.471
303,p01041,2,73610,1203.112,68308.886,64154.102,4154.784,3.65,240.712
304,p01041,2,73990,1134.563,70403.628,64374.719,6028.909,4.135,248.769
305,p01041,2,73991,1322.251,35835.111,39279.036,-3443.925,0.577,260.875
306,p01041,2,74370,1264.9,64561.14200000001,67006.566,-2445.424,5.022,293.92
307,p01041,2,74371,1025.266,55686.50399999999,61636.09,-5949.586,8.306,288.113
308,p01041,2,74750,1143.451,55363.179000000004,53153.824,2209.355,2.766,272.783
309,p01041,2,74751,1102.819,41656.019,29178.866,12477.153,2.151,283.991
310,p01041,2,75130,1564.086,81764.944,92086.064,-10321.12,16.25,287.818
311,p01041,2,75131,1399.017,72606.854,69042.664,3564.19,9.131,287.818
312,p01041,3,75511,977.682,45394.26,47142.249,-1747.989,1.85,255.501
313,p01043,2,65242,618.532,80300.681,67592.944,12707.737,6.093,132.76
314,p01043,2,65243,354.019,83225.143,42719.231,40505.912,1.102,120.117
315,p01043,2,65244,314.076,146012.999,47491.531,98521.468,2.105,114.229
316,p01043,2,65245,395.387,106386.0,50005.478,56380.522,6.733,109.632
317,p01043,2,65246,473.267,92399.687,54488.791,37910.896,3.426,108.429
318,p01043,2,65622,618.093,79051.696,57164.766,21886.93,3.979,132.891
319,p01043,2,65623,363.357,102565.88199999998,69668.199,32897.683,6.17,118.22
320,p01043,2,65624,266.209,245707.893,44511.154,201196.739,1.394,100.283
321,p01043,2,65625,390.692,105004.16200000001,57496.578,47507.584,8.608,109.632
322,p01043,2,66003,251.291,137891.182,85711.389,52179.793,5.978,95.826
323,p01043,2,66004,402.161,66884.66,36893.04,29991.62,0.18,87.051
324,p01043,2,66005,255.677,108490.151,52089.633,56400.518,6.916,93.936
325,p01043,2,66382,746.891,126360.55500000001,59591.826,66768.729,3.656,76.917
326,p01043,2,66383,679.303,89401.767,66415.547,22986.22,5.882,98.741
327,p01043,2,66384,495.143,85265.519,54405.02,30860.499,2.871,74.435
328,p01045,3,75135,976.912,58953.768,39408.508,19545.26,3.827,315.94
329,p01045,3,75136,990.746,60357.137,49998.995,10358.142,2.03,318.665
330,p01045,3,75137,932.949,56805.679000000004,51816.519,4989.16,2.427,321.641
331,p01045,3,75515,460.679,87343.82800000001,80010.153,7333.675,11.027,324.053
332,p01045,3,75516,513.927,177180.146,33513.963,143666.183,2.015,324.053
333,p01045,3,75517,874.902,80204.663,59776.888,20427.775,3.529,347.174
334,p01045,3,75895,256.398,203544.983,51446.478,152098.505,5.531,321.89
335,p01045,3,75896,196.1,172815.40600000002,61477.015,111338.391,7.726,308.725
336,p01045,3,75897,584.305,93691.43,43692.077,49999.353,1.192,310.306
337,p01045,3,76276,523.843,102051.749,40470.14,61581.609,0.816,292.874
338,p01047,2,71324,382.764,90331.009,105320.248,-14989.239,9.798,162.316
339,p01047,2,71704,606.282,58579.078,63206.32,-4627.242,8.105,165.135
340,p01047,2,71705,487.0,42540.097,45490.012,-2949.915,1.341,154.619
341,p01047,2,72083,869.061,69382.889,62766.031,6616.858,4.932,191.338
342,p01047,2,72084,529.207,147044.114,33399.527,113644.587,3.126,175.168
343,p01047,2,72085,506.212,48391.164000000004,30176.427,18214.737,2.247,168.267
344,p01047,2,72462,596.784,64656.532,60979.165,3677.367,9.349,212.07
345,p01047,2,72463,697.533,59054.398,54487.235,4567.163,3.663,191.12
346,p01047,2,72841,1643.771,88063.54400000001,88448.365,-384.821,18.775,212.07
347,p01047,2,72842,1075.387,66696.681,61043.705,5652.976,5.227,207.954
348,p01047,2,72843,881.767,63202.224,57264.553,5937.671,3.992,199.38
349,p01047,2,72844,580.369,92491.29,84278.909,8212.381,15.346,186.072
350,p01047,2,72845,1101.631,73825.966,72046.751,1779.215,13.21,189.445
351,p01047,2,73223,832.838,103984.284,94749.155,9235.129,12.119,207.954
352,p01047,2,73224,1042.075,138323.633,128288.417,10035.216,20.607,198.702
